"","DietEcotype","Symbiosis","Habitat","body_ratio","head_ratio","snout_ratio","eye_ratio","peduncle_ratio","anal_fin_ratio","pelvic_fin_ratio","eye_height","snout_angle","peduncle_depth_factor","relative_body_length","source1","source2","source3"
"Chromis_abyssus","P","No","seagrass-rubble-sand",0.583199625715588,0.219872736337403,0.331644570535394,0.506694359661436,0.0127984635924197,0.257480669445666,0.0593109456790299,0.68406202001833,1.30364872671502,2.00895403790829,0.528601669728198,"https://www.fishbase.se/summary/Chromis-abyssus.html","ReefLifeSurvey, FishesOfAustralia, Reeflex",""
"Chromis_albicauda","P","No","rocky-reef",0.570737709602819,0.214155866457292,0.405984800487004,0.455241181180515,0.0165346583347399,0.255975546097295,0.0786426835940852,0.63290747378759,1.2107840862154,1.7965934165854,0.53572788782374,"https://www.fishbase.se/summary/Chromis-albicauda.html","ReefLifeSurvey, FishesOfAustralia, Reeflex",""
"Chromis_albomaculata","P","No","rocky-reef",0.539759921180301,0.170856628294668,0.399939211894285,0.460810966528617,0.0166899917285644,0.240930316368588,0.0629271863974806,0.671479357524188,1.25768908997875,1.86127897866917,0.531369098065885,"https://www.fishbase.se/summary/Chromis-albomaculata.html","ReefLifeSurvey, FishesOfAustralia, Reeflex",""
"Chromis_alpha","P","No","coral-reef",0.501877947416151,0.207335274025435,0.413199695511502,0.46045120372612,0.0142568998895445,0.230282866398526,0.066107195061605,0.657600540263805,1.16585640974071,1.72265002436066,0.542069697789637,"https://www.fishbase.se/summary/Chromis-alpha.html","ReefLifeSurvey, FishesOfAustralia, Reeflex",""
"Chromis_alta","P","No","rocky-reef",0.47405304325402,0.210892205799875,0.381239441552873,0.416664421445513,0.0202199300808991,0.23028117598547,0.0567450805298379,0.668881673652482,1.31745644802456,1.18922215720579,0.557222542730623,"https://www.fishbase.se/summary/Chromis-alta.html","ReefLifeSurvey, FishesOfAustralia, Reeflex",""
"Chromis_anadema","P","No","rocky-reef",0.416569314329456,0.166402325591811,0.371598448093905,0.454486022549839,0.0248943408743126,0.211506457355707,0.0612636666985322,0.81054814506649,1.14209756459832,1.24577183787391,0.55562658202416,"https://fishbase.mnhn.fr/summary/Chromis-anadema.html","ReefLifeSurvey, FishesOfAustralia, Reeflex",""
"Chromis_analis","P","No","rocky-reef",0.529656039847291,0.185691730236477,0.348714452184612,0.492204644773925,0.0176349136021183,0.222297812647049,0.0680757455631489,0.700534148205237,1.23163873771604,1.6395010253369,0.538000189992289,"https://www.fishbase.se/summary/Chromis-analis.html","ReefLifeSurvey, FishesOfAustralia, Reeflex",""
"Chromis_atripectoralis","P","No","coral-reef",0.493826129378851,0.204036845455294,0.505705242887566,0.315944338397175,0.0278515048333742,0.200516585510712,0.0621828237778767,0.721298050523403,1.19985578236942,1.27569847322157,0.564184380852123,"https://www.fishbase.se/summary/Chromis-atripectoralis.html","ReefLifeSurvey, FishesOfAustralia, Reeflex",""
"Chromis_bowesi","P","No","rocky-reef",0.607582685245094,0.183594485445261,0.25762733176266,0.640160496455098,0.0160489556262386,0.24535155191661,0.0548436343730191,0.64174375396664,1.36017202621027,1.70238006870692,0.528185893574959,"https://www.fishbase.se/summary/Chromis-bowesi.html","ReefLifeSurvey, FishesOfAustralia, Reeflex",""
"Chromis_cadenati","P","No","coral-reef",0.466707137105451,0.233729961149603,0.562090886585153,0.359888344117022,0.0139478902077409,0.262925208226996,0.100295590449162,0.411082207717274,1.11453663200044,1.84801644823868,0.575429472581276,"https://www.fishbase.se/summary/Chromis-cadenati.html","ReefLifeSurvey, FishesOfAustralia, Reeflex","Bosch et al. 2022"
"Chromis_chromis","P","No","rocky-reef",0.409990871312444,0.190435368276853,0.411529846640186,0.383599940240966,0.0262898805191629,0.205004655767651,0.0786361190985938,0.764183757733772,1.15473402446161,1.29972909414696,0.561242500989512,"https://www.fishbase.se/summary/Chromis-chromis.html","ReefLifeSurvey, FishesOfAustralia, Reeflex","Bosch et al. 2022"
"Chromis_chrysura","P","No","rocky-reef",0.584304945423232,0.208613897253263,0.346301077778002,0.481237519280934,0.0162677579791715,0.275077565997964,0.0901019880749107,0.597796127497957,1.26481053967729,1.73142042741279,0.534906843140822,"https://www.fishbase.se/summary/Chromis-chrysura.html","ReefLifeSurvey, FishesOfAustralia, Reeflex",""
"Chromis_cinerascens","P","No","coral-reef",0.453542437105902,0.187664354196286,0.362106274452089,0.457941092980668,0.0199929084666614,0.227542301021078,0.0908037877139108,0.717423992426212,1.20204241464667,1.36705622123698,0.552863580588163,"https://www.fishbase.se/summary/Chromis-cinerascens.html","ReefLifeSurvey, FishesOfAustralia, Reeflex",""
"Chromis_circumaurea","P","No","rocky-reef",0.559389962485603,0.190002017467031,0.328557914348355,0.541981072673821,0.010838646054666,0.256073456249455,0.0583561177450215,0.68551496020961,1.26722839746166,2.35442274119161,0.524272841989251,"https://www.fishbase.se/summary/Chromis-circumaurea.html","ReefLifeSurvey, FishesOfAustralia, Reeflex",""
"Chromis_crusma","P","No","rocky-reef",0.461781986983829,0.171936416846517,0.388993090564595,0.428192288542581,0.0234076269516827,0.221008485491336,0.06399397779884,0.728563446440045,1.21918262782929,1.20883183377924,0.552168215154156,"https://www.fishbase.se/summary/Chromis-crusma.html","ReefLifeSurvey, FishesOfAustralia, Reeflex",""
"Chromis_degruyi","P","No","rocky-reef",0.506101364734572,0.17535267463048,0.324818160214217,0.524671905333509,0.0184028059963748,0.226264214803224,0.0433367518980162,0.716185895902536,1.30390906405933,1.54458830345723,0.540161036366596,"https://www.fishbase.se/summary/Chromis-degruyi.html","ReefLifeSurvey, FishesOfAustralia, Reeflex",""
"Chromis_dispila","P","No","rocky-reef",0.484052022461359,0.17884700558216,0.384982794853364,0.470097418720714,0.0179566248868028,0.255049605912622,0.0717978474250029,0.684230642474148,1.28020531279933,1.50857558110507,0.546422862466826,"https://www.fishbase.se/summary/Chromis-dispila.html","ReefLifeSurvey, FishesOfAustralia, Reeflex",""
"Chromis_earina","P","No","rocky-reef",0.550946049872622,0.237274985024403,0.354784983984052,0.507101900234535,0.0146022262811605,0.271681039692714,0.0674286887055253,0.587937831230454,1.33750730493679,1.82319363660619,0.543363297746152,"https://www.fishbase.se/summary/Chromis-earina.html","ReefLifeSurvey, FishesOfAustralia, Reeflex",""
"Chromis_enchrysura","P","No","rocky-reef",0.496639936300095,0.198236459080565,0.443046335894586,0.4594653817389,0.0190431095401136,0.244075742477894,0.116823821366185,0.656454520080846,1.25134672368895,1.68898508194324,0.54582758847442,"https://fishbase.mnhn.fr/summary/Chromis-enchrysurus.html","ReefLifeSurvey, FishesOfAustralia, Reeflex",""
"Chromis_flavapicis","P","No","rocky-reef",0.490142295947818,0.202116072754855,0.399617921775605,0.483678970029954,0.0189613758839412,0.203656193755668,0.0847240734079511,0.63366197333,1.20096642979001,1.41461531705692,0.549336549125338,"https://www.fishbase.se/summary/Chromis-flavapicis.html","ReefLifeSurvey, FishesOfAustralia, Reeflex",""
"Chromis_flavaxilla","P","No","coral-reef",0.448701582953847,0.192811216174726,0.367139748291871,0.52023717651497,0.0301136138743899,0.222410840039992,0.0814896053001939,0.662162327967739,1.19357581534598,1.08964835544117,0.565338343910437,"https://www.fishbase.se/summary/Chromis-flavaxilla.html","ReefLifeSurvey, FishesOfAustralia, Reeflex",""
"Chromis_fumea","P","No","rocky-reef",0.442259369996409,0.182406017298566,0.348321534608282,0.498662996939647,0.023544668291462,0.196471679196282,0.0516727942055209,0.732919144242839,1.27127462574929,1.35690434414844,0.549362222003887,"https://www.fishbase.se/summary/Chromis-fumea.html","ReefLifeSurvey, FishesOfAustralia, Reeflex",""
"Chromis_gunting","P","No","rocky-reef",0.463165371942861,0.197774845699943,0.325623681767486,0.595739748741737,0.0251598939349637,0.210906067893054,0.0512399376258845,0.769264607853203,1.21883482373431,1.41178455934427,0.554537152102381,"https://www.fishbase.se/summary/Chromis-gunting.html","ReefLifeSurvey, FishesOfAustralia, Reeflex",""
"Chromis_hangganan","P","No","rocky-reef",0.502888106659909,0.22393509923862,0.354664588436711,0.498283385199932,0.0189700876789204,0.187807642796755,0.0865098145896325,0.685465821370192,1.14011926370898,1.56698379685899,0.553334102125258,"https://www.fishbase.se/summary/Chromis-hangganan.html","ReefLifeSurvey, FishesOfAustralia, Reeflex",""
"Chromis_hypsilepis","P","No","rocky-reef",0.546290280577381,0.210613233414414,0.443657978938271,0.43846742880691,0.0177352908163202,0.262923234672649,0.0918354989765777,0.612185725570563,1.27316728832401,1.41680789306244,0.54300369869748,"https://www.fishbase.se/summary/Chromis-hypsilepis.html","ReefLifeSurvey, FishesOfAustralia, Reeflex",""
"Chromis_insolata","P","No","rocky-reef",0.522871250776981,0.225318114250444,0.381214529572065,0.441789642537448,0.0146001901851255,0.250960308940917,0.116571669234951,0.65109021865297,1.19438175393374,1.91565526703309,0.541854488535354,"https://www.fishbase.se/summary/Chromis-insolata.html","ReefLifeSurvey, FishesOfAustralia, Reeflex",""
"Chromis_katoi","P","No","rocky-reef",0.482940944609461,0.207339321386915,0.385075459813967,0.46952531658199,0.0208331260862938,0.194971258361406,0.0835925799684938,0.728873756638448,1.19891299473447,1.46368010212078,0.553517769488213,NA,"ReefLifeSurvey, FishesOfAustralia, Reeflex",""
"Chromis_kennensis","P","No","rocky-reef",0.46394064868703,0.195630766183409,0.450002563600934,0.325892554108233,0.0236265785009583,0.211754277990407,0.061302309654521,0.709683080591175,1.19549734343603,1.30367782920927,0.554838030476413,"https://www.fishbase.se/summary/Chromis-kennensis.html","ReefLifeSurvey, FishesOfAustralia, Reeflex",""
"Chromis_klunzingeri","I","No","coral-reef",0.481673028340907,0.191910884602078,0.362403867284893,0.373604624310517,0.0214750977384513,0.244938440979395,0.0534774028441471,0.699061274838266,1.25903577838495,1.32020303788329,0.549918736896138,"https://www.fishbase.se/summary/Chromis-klunzingeri.html","ReefLifeSurvey, FishesOfAustralia, Reeflex",""
"Chromis_limbata","P","No","rocky-reef",0.468059058780242,0.171493432820853,0.400392600736334,0.329471024549741,0.0234426897551038,0.242919679237084,0.0630884729052898,0.720067865754291,1.23668931046859,1.5216343898742,0.551092775934063,"https://www.fishbase.se/summary/Chromis-limbata.html","ReefLifeSurvey, FishesOfAustralia, Reeflex","Bosch et al. 2022"
"Chromis_limbaughi","P","No","rocky-reef",0.478816415686529,0.168614692817151,0.332088652001354,0.395105181026169,0.0223307320946879,0.243454050715237,0.0734226729168409,0.701798186578021,1.28519229270214,1.44245650443188,0.547507123382161,"https://www.fishbase.se/summary/Chromis-limbaughi.html","ReefLifeSurvey, FishesOfAustralia, Reeflex",""
"Chromis_lubbocki","P","No","coral-reef",0.440017667524811,0.20217861710078,0.532750457560262,0.315393591778204,0.022536751910326,0.238691300596344,0.0862636565848588,0.661334587414893,1.176725101226,1.3145051804376,0.55994893590443,"https://www.fishbase.se/summary/Chromis-lubbocki.html","ReefLifeSurvey, FishesOfAustralia, Reeflex","Bosch et al. 2022"
"Chromis_mamatapara","P","No","seagrass-rubble-sand",0.469517282185355,0.181943098410821,0.422470455464747,0.385076982185365,0.0184037414799658,0.216542736703126,0.058401819968072,0.791586983589882,1.26454826246373,1.29754833621017,0.541179776349438,"https://www.fishbase.se/summary/Chromis-mamatapara.html","ReefLifeSurvey, FishesOfAustralia, Reeflex",""
"Chromis_mirationis","P","No","rocky-reef",0.450802976648232,0.205768949149608,0.307772001080914,0.435300377302585,0.0141678511380784,0.251952620258422,0.0892307382250341,0.74942545296839,1.27117265142177,1.43331038175613,0.545719922756525,"https://www.fishbase.se/summary/Chromis-mirationis.html","ReefLifeSurvey, FishesOfAustralia, Reeflex",""
"Chromis_nitida","P","No","rocky-reef",0.444732860233045,0.170461344163183,0.429280295296695,0.331954404623857,0.0255486330442265,0.177147237947017,0.0721079125065809,0.736755871403741,1.26290984321606,1.23601144911185,0.555694359910635,"https://www.fishbase.se/summary/Chromis-nitida.html","ReefLifeSurvey, FishesOfAustralia, Reeflex",""
"Chromis_notata","P","No","rocky-reef",0.478731918144796,0.201910136389625,0.416345347970825,0.401344423638326,0.0256292497992807,0.190918492862515,0.0728093828039759,0.688730404931357,1.23529530137476,1.35270727703938,0.555173529510373,"https://www.fishbase.se/summary/Chromis-notata.html","ReefLifeSurvey, FishesOfAustralia, Reeflex",""
"Chromis_okamurai","P","No","rocky-reef",0.502391586379191,0.228556905211082,0.381003084496499,0.437030898713828,0.0163686490413943,0.248335425439753,0.0627130636394404,0.698746220555591,1.25898039486678,1.61488348887783,0.544135151783295,"https://www.fishbase.se/summary/Chromis-okamurai.html","ReefLifeSurvey, FishesOfAustralia, Reeflex",""
"Chromis_opercularis","I","No","rocky-reef",0.439458527934221,0.160596111512976,0.316649313076924,0.373568564560766,0.0273108938534518,0.1919113266542,0.071397341610201,0.787805176679009,1.22052311813786,1.37344107407344,0.546751754079802,"https://www.fishbase.se/summary/Chromis-opercularis.html","ReefLifeSurvey, FishesOfAustralia, Reeflex",""
"Chromis_ovalis","P","No","rocky-reef",0.461334460971132,0.179121959218521,0.422197753750338,0.365530551929102,0.018118046888363,0.233583277802926,0.0468819710820615,0.720036370415571,1.2742000590546,1.27100550397357,0.547575715668992,"https://www.fishbase.se/summary/Chromis-ovalis.html","ReefLifeSurvey, FishesOfAustralia, Reeflex",""
"Chromis_pamae","P","No","rocky-reef",0.378514414991797,0.180013574119228,0.46840669225463,0.35430363561962,0.0211191678987767,0.188938431646705,0.0503799980059012,0.866612737076122,1.14270801292375,1.28607934082471,0.557696512385383,"https://www.fishbase.se/summary/Chromis-pamae.html","ReefLifeSurvey, FishesOfAustralia, Reeflex",""
"Chromis_pelloura","P","No","rocky-reef",0.524883484617773,0.170403163875708,0.29577438987185,0.51888502305324,0.0163734976381236,0.252062920162506,0.0589874563184026,0.694608648921389,1.35564141464934,1.5311842091353,0.536630617346577,"https://www.fishbase.se/summary/Chromis-pelloura.html","ReefLifeSurvey, FishesOfAustralia, Reeflex",""
"Chromis_pembae","I","No","coral-reef",0.501868089740093,0.205574176379591,0.423986079082109,0.389431437025614,0.0155743246684194,0.212084166353593,0.0595095709962205,0.665017897352704,1.19736056246028,1.69763597239759,0.538915323284125,"https://www.fishbase.se/summary/Chromis-pembae.html","ReefLifeSurvey, FishesOfAustralia, Reeflex",""
"Chromis_punctipinnis","P","No","rocky-reef",0.402643609158322,0.184484477427762,0.491359505532984,0.30944601954514,0.0285425424672548,0.21603775230042,0.0550243720999812,0.785784503518507,1.16430159291136,1.22544654727566,0.562346963708599,"https://www.fishbase.se/summary/Chromis-punctipinnis.html","ReefLifeSurvey, FishesOfAustralia, Reeflex",""
"Chromis_randalli","P","No","rocky-reef",0.414754563966981,0.152667960922509,0.433422184102836,0.354016385131209,0.0240184233246697,0.211339286282597,0.0607755336736472,0.806215489485831,1.25772497955284,1.24247088144426,0.552151174112685,"https://www.fishbase.se/summary/Chromis-randalli.html","ReefLifeSurvey, FishesOfAustralia, Reeflex",""
"Chromis_sanctaehelenae","P","No","seagrass-rubble-sand",0.433705443427322,0.172080222647388,0.445068362121965,0.358126966226571,0.0201053259964098,0.203761295860109,0.0653238913477788,0.701056245163781,1.16285586377912,1.17099343915262,0.55755286185935,"https://www.fishbase.se/summary/Chromis-sanctaehelenae.html","ReefLifeSurvey, FishesOfAustralia, Reeflex",""
"Chromis_scotochiloptera","P","No","rocky-reef",0.511215023975204,0.199496175539532,0.437995010339341,0.427495793056586,0.0201639581555756,0.220157509277165,0.0745351327737063,0.611935406416085,1.11819248771428,1.60572155908389,0.545060130211163,"https://www.fishbase.se/summary/Chromis-scotochiloptera.html","ReefLifeSurvey, FishesOfAustralia, Reeflex",""
"Chromis_scotti","P","No","coral-reef",0.484482390192257,0.212201499827097,0.344447293702447,0.427441830727474,0.0195319027826585,0.244785719871166,0.062426745729242,0.671609548213197,1.22739282172669,1.65179805525319,0.551104962925566,"https://www.fishbase.se/summary/Chromis-scotti.html","ReefLifeSurvey, FishesOfAustralia, Reeflex",""
"Chromis_ternatensis","P","No","coral-reef",0.521234530962346,0.191843969836961,0.450823446892571,0.524944642957169,0.0274015564785794,0.242386921872366,0.0846237399002189,0.564316162771616,1.16023268989583,1.30792637969395,0.55558170040012,"https://www.fishbase.se/summary/Chromis-ternatensis.html","ReefLifeSurvey, FishesOfAustralia, Reeflex",""
"Chromis_tingting","P","No","rocky-reef",0.523527935063308,0.220509679338151,0.330918186892802,0.547929497078709,0.0150631312722453,0.234203752245378,0.0518415410675522,0.670347085173333,1.25971738387091,1.80789372004575,0.537651342034078,"https://www.fishbase.se/summary/Chromis-tingting.html","ReefLifeSurvey, FishesOfAustralia, Reeflex",""
"Chromis_vanbebberae","P","No","rocky-reef",0.54180233430767,0.228050076653725,0.421044905902598,0.457888846578833,0.0137565749808933,0.253265310564226,0.0629174859930369,0.633802122854755,1.16891230175182,2.12575691921707,0.537791483515638,"https://www.fishbase.se/summary/Chromis-vanbebberae.html","ReefLifeSurvey, FishesOfAustralia, Reeflex",""
"Chromis_verater","P","No","rocky-reef",0.575936580757038,0.192211219461151,0.44882263925826,0.38554803762798,0.0116471775317223,0.292626282763585,0.0450231573078521,0.636165063976701,1.21696578133665,2.19877060704744,0.528730490059865,"https://www.fishbase.se/summary/Chromis-verater.html","ReefLifeSurvey, FishesOfAustralia, Reeflex",""
"Chromis_viridis","P","No","coral-reef",0.44983911418572,0.191123231864848,0.562544674322017,0.244914898623091,0.0303683319839771,0.183120524377404,0.0607863686000497,0.744737293253404,1.22014279956418,1.21013559928697,0.570318320903816,"https://www.fishbase.se/summary/Chromis-viridis.html","ReefLifeSurvey, FishesOfAustralia, Reeflex",""
"Chromis_weberi","P","No","rocky-reef",0.423518618432884,0.175763408835724,0.408993996424741,0.395032626899154,0.0262591034787063,0.190129436251784,0.0580318949766184,0.796449656529928,1.15724963880958,1.31557661659291,0.55787406697071,"https://www.fishbase.se/summary/Chromis-weberi.html","ReefLifeSurvey, FishesOfAustralia, Reeflex",""
"Chromis_woodsi","P","No","coral-reef",0.532219568587777,0.191590657335172,0.321844151703709,0.544287575238164,0.0161047379063222,0.248555618921517,0.0416278154543104,0.759056717290808,1.249470569868,1.5544366601533,0.531701432987147,"https://www.fishbase.se/summary/Chromis-woodsi.html","ReefLifeSurvey, FishesOfAustralia, Reeflex",""
"Chromis_xanthochira","P","No","rocky-reef",0.495218944320782,0.212282379504645,0.48610702497486,0.400610354184957,0.0287672903199356,0.198969143325864,0.0687737306426047,0.598007862593141,1.10724579520211,1.42113913934892,0.556796028045297,"https://www.fishbase.se/summary/Chromis-xanthochira.html","ReefLifeSurvey, FishesOfAustralia, Reeflex",""
"Chromis_xanthopterygia","P","No","rocky-reef",0.417717476790975,0.171832842413382,0.3758104046136,0.429436476678616,0.0266510750303116,0.198322402683064,0.043680572807835,0.792076445752747,1.16755957354095,1.30921509819231,0.557106171526397,"https://www.fishbase.se/summary/Chromis-xanthopterygia.html","ReefLifeSurvey, FishesOfAustralia, Reeflex",""
"Chromis_xanthura","P","No","rocky-reef",0.4515653974163,0.147080177856751,0.389690627656948,0.415999132850977,0.02749870456223,0.219849680195381,0.0488075163745412,0.775749595111841,1.2057758164259,1.33033248969793,0.548935337536381,"https://www.fishbase.se/summary/Chromis-xanthura.html","ReefLifeSurvey, FishesOfAustralia, Reeflex",""
"Chromis_yamakawai","P","No","rocky-reef",0.464112485428913,0.165979030278649,0.391928212766501,0.412860080873934,0.0248765100351271,0.210153802117278,0.0610810346992826,0.728928858448556,1.18294921105502,1.28135198609369,0.553435558773491,"https://www.fishbase.se/summary/Chromis-yamakawai.html","ReefLifeSurvey, FishesOfAustralia, Reeflex",""
"Chrysiptera_biocellata","B","Farming","seagrass-rubble-sand",0.455349764918906,0.203681171487791,0.469191893920107,0.293245266912677,0.0163818135556261,0.254479770216145,0.0934065610464904,0.723928490323465,1.12813697926934,1.76958955989855,0.554978361062518,"https://www.fishbase.se/summary/Chrysiptera-biocellata.html","ReefLifeSurvey, FishesOfAustralia, Reeflex",""
"Chrysiptera_brownriggii","B","Farming","rocky-reef",0.517479185169957,0.237917308920843,0.524844257666172,0.295467104592451,0.0235515029713728,0.256628921166603,0.0862907885195059,0.655564547142413,1.23250301183309,1.51847465066524,0.564530467367864,"https://www.fishbase.se/summary/Chrysiptera-brownriggii.html","ReefLifeSurvey, FishesOfAustralia, Reeflex",""
"Chrysiptera_burtjonesi","P","No","rocky-reef",0.482582495630316,0.227483219917904,0.490315963287133,0.298059387929644,0.0224521161806712,0.252721277867546,0.0754371464316451,0.662104046908811,1.22745324740368,1.40015575305086,0.56353877154885,"https://www.fishbase.se/summary/Chrysiptera-burtjonesi.html","ReefLifeSurvey, FishesOfAustralia, Reeflex",""
"Chrysiptera_caeruleolineata","I","No","seagrass-rubble-sand",0.439417200515284,0.241636309966418,0.451611984183484,0.408337705647341,0.019607840648422,0.26971176225664,0.0567200986074493,0.705923444578538,1.1274772586049,2.03424455216031,0.56245171567887,"https://www.fishbase.se/summary/Chrysiptera-caeruleolineata.html","ReefLifeSurvey, FishesOfAustralia, Reeflex",""
"Chrysiptera_caesifrons","P","No","rocky-reef",0.418340780577665,0.221575038372381,0.389767375390089,0.406535735039115,0.0254737377187999,0.255786270205537,0.0728901205771898,0.755494523242338,1.18208798390426,1.54242645523172,0.566065241991385,"https://www.fishbase.se/summary/Chrysiptera-caesifrons.html","ReefLifeSurvey, FishesOfAustralia, Reeflex",""
"Chrysiptera_chrysocephala","P","No","rocky-reef",0.451057309281924,0.199579567503579,0.399411029876939,0.294062492017713,0.0172301274024815,0.284892158771794,0.0778154893594158,0.714781727666545,1.20928045251538,1.69036434429282,0.560803951881529,"https://www.fishbase.se/summary/Chrysiptera-chrysocephala.html","ReefLifeSurvey, FishesOfAustralia, Reeflex",""
"Chrysiptera_cyanea","I","No","seagrass-rubble-sand",0.419793815839341,0.205528555683861,0.486981270427651,0.30932165515723,0.0210406792942489,0.28070900145566,0.107567219697731,0.709152623729073,1.17683405618212,1.58653427433557,0.56248017391809,"https://www.fishbase.se/summary/Chrysiptera-cyanea.html","ReefLifeSurvey, FishesOfAustralia, Reeflex",""
"Chrysiptera_ellenae","P","No","rocky-reef",0.460781437992549,0.219199486844739,0.513043306929994,0.328858867567531,0.0234185539807405,0.215683098945355,0.057380889795593,0.672139336708867,1.1988928735799,1.75014151443199,0.558413394756637,NA,"ReefLifeSurvey, FishesOfAustralia, Reeflex",""
"Chrysiptera_flavipinnis","I","No","seagrass-rubble-sand",0.41857301920745,0.216637856741363,0.463307138859249,0.285633026969438,0.0184623791852424,0.271092425123657,0.0890363034050635,0.706002569832971,1.24445042074337,1.5661767711049,0.573271025337404,"https://www.fishbase.se/summary/Chrysiptera-flavipinnis.html","ReefLifeSurvey, FishesOfAustralia, Reeflex",""
"Chrysiptera_galba","I","No","rocky-reef",0.396882638154246,0.184223983127268,0.374986069666154,0.470135097510359,0.0252375514263491,0.293288269552384,0.0636064717258592,0.79958915093486,1.27976753256381,1.32842965178055,0.563263419420762,"https://www.fishbase.se/summary/Chrysiptera-galba.html","ReefLifeSurvey, FishesOfAustralia, Reeflex",""
"Chrysiptera_giti","P","No","rocky-reef",0.472457994604797,0.192171785999778,0.386949045029375,0.391193308997314,0.020088263607532,0.255027145754233,0.122025987165172,0.712104230825182,1.25065134170873,1.58250385105642,0.55451748811719,"https://www.fishbase.se/summary/Chrysiptera-giti.html","ReefLifeSurvey, FishesOfAustralia, Reeflex",""
"Chrysiptera_glauca","B","Farming","seagrass-rubble-sand",0.4432934754883,0.177671149308673,0.378444096586106,0.501639160198532,0.0191929253756877,0.2281475528704,0.086813459608213,0.733508592049665,1.30490477323336,1.61918031518772,0.548747715805196,"https://www.fishbase.se/summary/Chrysiptera-glauca.html","ReefLifeSurvey, FishesOfAustralia, Reeflex",""
"Chrysiptera_hemicyanea","P","No","coral-reef",0.484095383831906,0.190750748503737,0.372557795234118,0.459327366989269,0.0216695737364687,0.242511958469735,0.0861984312001287,0.72741820347154,1.13659496216039,1.45050259824437,0.553190528865524,"https://www.fishbase.se/summary/Chrysiptera-hemicyanea.html","ReefLifeSurvey, FishesOfAustralia, Reeflex",""
"Chrysiptera_leucopoma","B","Farming","coral-reef",0.408775407952378,0.213324651159557,0.405564438138132,0.438766279788058,0.0250829104764259,0.252572728449377,0.0867233905222147,0.704423056939043,1.24208278692471,1.36729483210653,0.571381105834019,NA,"ReefLifeSurvey, FishesOfAustralia, Reeflex",""
"Chrysiptera_maurineae","P","No","rocky-reef",0.445657141053853,0.212011250392704,0.531587426673481,0.389480490511244,0.0265060735117011,0.242868869481055,0.1539445525528,0.680829089427994,1.25057399411222,1.53441131359661,0.564002615640243,NA,"ReefLifeSurvey, FishesOfAustralia, Reeflex",""
"Chrysiptera_oxycephala","P","No","coral-reef",0.469736061896437,0.229606432938802,0.49606842397945,0.314971122789841,0.0254854736223435,0.237032974904933,0.118960018858344,0.605368221952483,1.16434805323724,1.54304772196763,0.56582004983465,"https://www.fishbase.se/summary/Chrysiptera-oxycephala.html","ReefLifeSurvey, FishesOfAustralia, Reeflex",""
"Chrysiptera_papuensis","P","No","rocky-reef",0.446470886479894,0.207682206001308,0.467376218228334,0.372150298611948,0.0263147245238647,0.241717881847346,0.0830147655088399,0.669621448944387,1.17343283361752,1.24244270008461,0.567255086122099,NA,"ReefLifeSurvey, FishesOfAustralia, Reeflex",""
"Chrysiptera_parasema","I","No","coral-reef",0.48237300634542,0.207158644260767,0.415030313681086,0.402342818061652,0.0217060732633683,0.256781265728443,0.0650955468590663,0.670496886672191,1.19627139160452,1.4102584561439,0.556224196926008,"https://www.fishbase.se/summary/Chrysiptera-parasema.html","ReefLifeSurvey, FishesOfAustralia, Reeflex",""
"Chrysiptera_rapanui","P","No","rocky-reef",0.338895289745261,0.208298670197216,0.266374501309517,0.384074961897669,0.0288032598886024,0.293203135559474,0.0276711231990015,0.817537859075167,1.32626490797568,1.02089227976903,0.579610449533047,"https://www.fishbase.se/summary/Chrysiptera-rapanui.html","ReefLifeSurvey, FishesOfAustralia, Reeflex",""
"Chrysiptera_rex","B","No","coral-reef",0.395559032050764,0.190758858274187,0.359024237352095,0.329903073090662,0.0236440233676941,0.21750649287494,0.0762002396444087,0.778887612475641,1.22886061817329,1.3972180180347,0.559519036812961,"https://www.fishbase.se/summary/Chrysiptera-rex.html","ReefLifeSurvey, FishesOfAustralia, Reeflex",""
"Chrysiptera_rollandi","I","No","coral-reef",0.521606654271136,0.234119100876507,0.434583581233217,0.271664819468652,0.027847630474716,0.212779421816411,0.106464350270619,0.675755536001992,0.820383231051034,1.22011152090967,0.56937105880435,"https://www.fishbase.se/summary/Chrysiptera-rollandi.html","ReefLifeSurvey, FishesOfAustralia, Reeflex",""
"Chrysiptera_sinclairi","P","No","coral-reef",0.484754202576864,0.230412986001087,0.473839863068313,0.475845648764887,0.0216217371068813,0.257525515707967,0.0538282857960346,0.626438734991203,1.19026702530033,1.5549827806891,0.561516605598589,"https://www.fishbase.se/summary/Chrysiptera-sinclairi.html","ReefLifeSurvey, FishesOfAustralia, Reeflex",""
"Chrysiptera_springeri","I","No","coral-reef",0.534271038306886,0.260123062267256,0.542168613950652,0.36730412145901,0.023446854766777,0.274479379262566,0.0835718058273187,0.536031441181244,1.1381491358713,1.53305109087636,0.568530332047035,"https://www.fishbase.se/summary/Chrysiptera-springeri.html","ReefLifeSurvey, FishesOfAustralia, Reeflex",""
"Chrysiptera_starcki","P","No","rocky-reef",0.434263068042202,0.203499993447245,0.35854626649109,0.461237763945674,0.0175605450286405,0.308337890916212,0.0589864715393109,0.735823977813655,1.28660086302169,1.61586368631874,0.559685775703219,"https://www.fishbase.se/summary/Chrysiptera-starcki.html","ReefLifeSurvey, FishesOfAustralia, Reeflex",""
